Sample,Source Text,Values
415,"Hello Lou, this is a reminder about your Personal Loan Account payment of R$810.25. Please make your payment on or before 10th July to avoid any late fees.",FIRSTNAME: lou; ACCOUNTNAME: personalloanaccount; CURRENCYSYMBOL: r | $; AMOUNT: 810.25; DATE: 10thjuly
416,"Stacy, we're glad to tell you that we've scheduled a trauma counseling session for you. Join us at East Miguel on 1942-01-07T02:52:47.792Z.",FIRSTNAME: stacy; CITY: eastmiguel; DATE: 1942-01-07t02:52:47.792z
417,"I am researching the impact of Engineer parents' jobs on children's performance. Could you please lend me the anonymized data from East Patricia to South Judeton schools? Best Regards, Keaton",JOBTYPE: engineer; CITY: eastpatricia | southjudeton; FIRSTNAME: keaton
418,"Your role as a Internal Response Director brings great responsibility, including adhering to strict corporate governance policies.",JOBTITLE: internalresponsedirector
419,"I, Ms. Ryan, the Supervisor of Madison County, am looking into a property dispute case in Goodwin Spur, Georgia. The details can be found at https://complex-supper.com/. For any queries, reach me at (770) 827-8082.",PREFIX: ms.; FIRSTNAME: ryan; JOBTYPE: supervisor; COUNTY: madisoncounty; STREET: goodwinspur; STATE: georgia; URL: https://complex-supper.com/; PHONENUMBER: (770)827-8082
420,"Our field agent, Lorenz Hoeger, has reported severe human rights violations in Florida. We're calling for urgent attention.",FIRSTNAME: lorenz; LASTNAME: hoeger; STATE: florida
421,"Greetings. Kindly note down the date of our next therapy session is March 10, 2023. You can reach me at efc9:4ec9:4ad9:1098:1cfa:0247:eaab:35ad or call me at 2950821860054281. Please acknowledge receipt of the message.","DATE: march10,2023; IPV6: efc9:4ec9:4ad9:1098:1cfa:0247:eaab:35ad; CREDITCARDNUMBER: 2950821860054281"
422,Strathclyde Sports department is conducting a psych assessment for athletes aged between 10th November to 2/13 as a part of their training assessment regime. We require a sports psychologist for the task. Contact us at 1-546-515-5794 x349.,COUNTY: strathclyde; DATE: 10thnovember | 2/13; PHONENUMBER: 1-546-515-5794x349
423,"Your IP case registered under your maiden name has been resurrected. Could you confirm your June 29, 1945 and current Transgender person status?","DATE: june29,1945; GENDER: transgenderperson"
424,"As update on your query earlier, our team will be available for consultation today at 4 through this link https://baggy-sage.name/. If you have difficulties with accessing the link, kindly contact us on 1-546-377-9840 x285. Looking forward to assisting you.",TIME: 4; URL: https://baggy-sage.name/; PHONENUMBER: 1-546-377-9840x285
425,"State v. Murray and Sons: Case has been adjourned until 6 PM, Investment Account requires updates.",COMPANYNAME: murrayandsons; TIME: 6pm; ACCOUNTNAME: investmentaccount
426,Trey's second psychoanalysis session explored her relationship with her River and her feelings about her job as an Central Markets Consultant.,FIRSTNAME: trey | river; JOBTITLE: centralmarketsconsultant
427,"Mateo, we noted your new job title Senior Directives Strategist with Gislason, Bruen and Orn. This may affect your estate planning evaluation depending on your new benefits package. Please call 260.228.3558 x56212 for a discussion.","FIRSTNAME: mateo; JOBTITLE: seniordirectivesstrategist; COMPANYNAME: gislason,bruenandorn; PHONENUMBER: 260.228.3558x56212"
428,"In the contract for Auto Loan Account with Rick Stehr, I noticed the BIC provided (PGAETOCIO06) is different from our records. Please rectify.",ACCOUNTNAME: autoloanaccount; FIRSTNAME: rick; LASTNAME: stehr; USERNAME: pgaetocio06
429,"Dear Dr. Vida, we are writing to remind you about your therapy session scheduled for 19/02/1909 at 10 o'clock. Email Percy.Waters62@hotmail.com or call us at 684-344-4027 to confirm your appointment. We look forward to seeing you soon.",PREFIX: dr.; FIRSTNAME: vida; DATE: 19/02/1909; TIME: 10o'clock; EMAIL: percy.waters62@hotmail.com; PHONENUMBER: 684-344-4027
430,"We noticed a change in your financial position due to the recent transaction of ₩ 442.45 in Money Market Account, Randal. It's vital to address this in your estate plan.",CURRENCYSYMBOL: ₩; AMOUNT: 442.45; ACCOUNTNAME: moneymarketaccount; FIRSTNAME: randal
431,Legal zoom meeting with Godfrey Rowan Kub about naming rights contract. Graham - Treutel interested. Email sent to Davon.Jones@gmail.com.,FIRSTNAME: godfrey | rowan; LASTNAME: kub; COMPANYNAME: graham-treutel; EMAIL: davon.jones@gmail.com
432,"As part of our ongoing psychiatric assessment, we require some basic details. Please send your male, 61 years, 10/01/1967 and contact details (913-288-1986, Sabryna79@yahoo.com) to our secure email address.",SEX: male; AGE: 61years; DATE: 10/01/1967; PHONENUMBER: 913-288-1986; EMAIL: sabryna79@yahoo.com
433,"Hi Ms. Sage, I am writing an article on consumer protection laws in the Adams County. Would you have any statistics on consumer complaints for the past year? Could we set a meeting at 4:48pm today?",PREFIX: ms.; FIRSTNAME: sage; COUNTY: adamscounty; TIME: 4:48pm
434,Kindly conduct a financial review for accounts associated with MpBDvHVkXfn9BbGgReJxEzS7SdC.,BITCOINADDRESS: mpbdvhvkxfn9bbggrejxezs7sdc
435,"Hi Planner, our marketing team is brainstorming on new strategies. Could you please analyse the data collected from 144.63.64.76 and 95.147.136.39 and prepare the report for our next meeting?",JOBTYPE: planner; JOBAREA: marketing; IPV4: 144.63.64.76 | 95.147.136.39
436,"Gage.Gislason, please prepare a summary of the merger between Dooley LLC and Mueller - Ledner, to be ready by 10th December.",USERNAME: gage.gislason; COMPANYNAME: dooleyllc | mueller-ledner; DATE: 10thdecember
437,"The IP address 36.10.24.198 was involved in a possibly illegal trade involving bitcoin 1V6ersX67Um8DUCokUHhJcMmSt7E5bkj, we request further clarification from your end to proceed forward.",IPV4: 36.10.24.198; BITCOINADDRESS: 1v6ersx67um8ducokuhhjcmmst7e5bkj
438,"Next therapy session for Gavin Becker is scheduled at 1943-02-10T14:41:10.499Z 6:45am. Get access to complete therapy plans via https://excitable-deposit.biz/ and stay updated. For assistance, use (763) 811-7929 x5391 or Ahmad_Volkman@hotmail.com.",FIRSTNAME: gavin; LASTNAME: becker; DATE: 1943-02-10t14:41:10.499z; TIME: 6:45am; URL: https://excitable-deposit.biz/; PHONENUMBER: (763)811-7929x5391; EMAIL: ahmad_volkman@hotmail.com
439,"16. 'Dear Grant_Renner, we detect a suspicious login attempt to your account Estefania83@hotmail.com from IP address 65.185.23.157.'",USERNAME: grant_renner; EMAIL: estefania83@hotmail.com; IPV4: 65.185.23.157
440,Spencer_Littel64's Investment Account 92993854 has displayed ransomware activity affecting the client's financial status and possibly leading to the declaration of bankruptcy. This needs our immediate attention.,USERNAME: spencer_littel64; ACCOUNTNAME: investmentaccount; ACCOUNTNUMBER: 92993854
441,We've noticed multiple logins from 61.6.5.79 into our CMS system. May want to look into that,IPV4: 61.6.5.79
442,I've been analyzing our pricing strategy and I'm concerned we may be underpricing our products. I would like to suggest a meeting time to discuss this further. How does 8 o'clock sound?,TIME: 8o'clock
443,"To Pansy, the restraining order against your ex-husband has been granted as of today. We advise you to change your passwords, especially the one associated with account RwrurErD2khK.",FIRSTNAME: pansy; PASSWORD: rwrurerd2khk
444,"As part of our Business Continuity plan, we need to secure physical assets like the car with VIN FBXZK53D6FAC13729.",PASSWORD: f; VEHICLEVIN: bxzk53d6fac13729
445,"Hi Stephanie! Excited about your upcoming fight. Our team at Marks, Simonis and Anderson is available to handle any legalities surrounding the event. Give us a call at 1-485-214-5806 x3640 or ping us at Sidney20@yahoo.com.","FIRSTNAME: stephanie; COMPANYNAME: marks,simonisandanderson; PHONENUMBER: 1-485-214-5806x3640; EMAIL: sidney20@yahoo.com"
446,Being Cisgender female or Omnigender doesn't limit or enhance the psychological challenges athletes face. Sports psychology is integral for all athletes.,GENDER: cisgenderfemale | omnigender
447,"We are renovating our South Murray franchise based at 17250-1032, Suite 828. For details, visit https://monthly-pheasant.name.",CITY: southmurray; BUILDINGNUMBER: 1725; ZIPCODE: 0-1032; SECONDARYADDRESS: suite828; URL: https://monthly-pheasant.name
448,"In relation to the adjustments of municipal law in Iowa, the necessary steps will be outlined in an email to Vanessa.Monahan@yahoo.com",STATE: iowa; EMAIL: vanessa.monahan@yahoo.com
449,"Based on feedback from male customers, implement changes to personalize the product better.",SEX: male
450,"Professional Product Division Developer required for organising neuropsych conferences. Applications accepted till May 25, 1980.","JOBTITLE: productdivisiondeveloper; DATE: may25,1980"
451,Seeking Demi-boy participants for neuropsych study. Must be native of East Lansing region.,GENDER: demi-boy; CITY: eastlansing
452,"Hello, I'm Leslie, a Investor Usability Planner in the Assurance. I'm interested in trying humanistic therapy. My phone number is 672-371-2126 x503.",FIRSTNAME: leslie; JOBTITLE: investorusabilityplanner; JOBAREA: assurance; PHONENUMBER: 672-371-2126x503
453,"Dear Ms. Reign, Your Consultant firm falls in County Antrim where new cybersecurity regulations require all Implementation businesses to validate IPs (136.198.222.196, f369:fb6c:accb:de0e:4f9f:e82b:76ec:a41c) against a compliance database. Please do the needful.",PREFIX: ms.; LASTNAME: reign; JOBTYPE: consultant; COUNTY: countyantrim; JOBAREA: implementation; IPV4: 136.198.222.196; IPV6: f369:fb6c:accb:de0e:4f9f:e82b:76ec:a41c
454,Fraudulent transactions being made with credit card number 4563318035267086 from IP address dae0:bbcc:6bdc:fadc:4afa:c28c:1afd:e3d9. Immediate investigation is requested.,CREDITCARDNUMBER: 4563318035267086; IPV6: dae0:bbcc:6bdc:fadc:4afa:c28c:1afd:e3d9
455,There seems to be a problem with the IP of the main server. Could you check the data from this address: 139.64.61.185 and provide your diagnostics ASAP?,IPV4: 139.64.61.185
456,Patient Brooklyn brought in by parents. 11 years old. Reports included disruptive behavior and issues with anger management. A psychoanalysis session focused on childhood disorders is needed.,FIRSTNAME: brooklyn; AGE: 11yearsold
457,"Dear Miss, Your session is scheduled for 3 AM. We accept payment via american_express card 4103377318363229, please have it ready before the session begins.",PREFIX: miss; TIME: 3am; USERNAME: american; CURRENCY: _express; CREDITCARDNUMBER: 4103377318363229
458,"Our team found your vessel with VIN G66Y5J441HPC63682 abandoned at [13.6245,18.4064]. For further information, email us at Immanuel.Hamill-Hammes69@hotmail.com.","PASSWORD: g; VEHICLEVIN: 66y5j441hpc63682; NEARBYGPSCOORDINATE: [13.6245,18.4064]; EMAIL: immanuel.hamill-hammes69@hotmail.com"
459,"Briefing for 5/84: In order to confirm your visit to the court, we'll need your SSN 702 56 8184 and job title Lead Response Coordinator. Reach out to our office at 531-900-4634 if you have any issues.",DATE: 5/84; PHONENUMBER: 70 | 531-900-4634; SSN: 2568184; JOBTITLE: leadresponsecoordinator
460,Aurelia has been appointed as the intervention lead for dealing with the current crisis at 2U3RJDUXAUN258733. You can reach him at 571-568-7979 x1825.,FIRSTNAME: aurelia; BITCOINADDRESS: 2; VEHICLEVIN: u3rjduxaun258733; PHONENUMBER: 571-568-7979x1825
461,"For identification, your employee badge will be assigned during orientation. For payroll setup, we require your SSN 482-75-4555 on the employment form provided.",PHONENUMBER: 48; SSN: 2-75-4555
462,"Hi, Axel. Our security systems detected unusual behaviour associated with your account Ardella_Goyette15. An unfamiliar IP adress 96.73.13.254 tried to access your account multiple times. Please, check the situation.",FIRSTNAME: axel; USERNAME: ardella_goyette15; IPV4: 96.73.13.254
463,Personal Data Breach Alert! Nelle Johnson your account 02587199 had irregular access from this IP-121.82.225.237. Involve your cyber-sport lawyer immediately. Contact us 209.598.6555 x87961 or Arnoldo2@hotmail.com.,FIRSTNAME: nelle; LASTNAME: johnson; ACCOUNTNUMBER: 02587199; IPV4: 121.82.225.237; PHONENUMBER: 209.598.6555x87961; EMAIL: arnoldo2@hotmail.com
464,Log shows IP address 8cb1:d0e7:bff3:ef76:d48b:eeec:fbb0:be37 accessed on 25/08/1911 for entering credit card 9064847755637165 details.,IPV6: 8cb1:d0e7:bff3:ef76:d48b:eeec:fbb0:be37; DATE: 25/08/1911; CREDITCARDNUMBER: 9064847755637165
465,"In the service contract with Ryann.Lebsack, a clause refers to time (10:18). This seems ambiguous and might need rephrasing.",USERNAME: ryann.lebsack; TIME: 10:18
466,Welcoming Androgynous entrepreneurs for a networking evening at Hane Court.,GENDER: androgynous; STREET: hanecourt
467,"In the legal field, as a Neutrois, you should be aware of specific laws relating to gender in your Assurance. Here's a document compiled just for you, Mr. Urban Christiansen: https://unkempt-meme.info",GENDER: neutrois; JOBAREA: assurance; PREFIX: mr.; FIRSTNAME: urban; LASTNAME: christiansen; URL: https://unkempt-meme.info
468,Need update on training protocol for ordinance disposal for Logan County.,COUNTY: logancounty
469,"9. Payment initiated for $746.30 from Checking Account, account number 90956757, involving insurance claim for property at Apt. 940, 86159.",CURRENCYSYMBOL: $; AMOUNT: 746.30; ACCOUNTNAME: checkingaccount; ACCOUNTNUMBER: 90956757; SECONDARYADDRESS: apt.940; BUILDINGNUMBER: 86; ZIPCODE: 159
470,"As per convrsation 5 AM, the pricing strategy as prepared by Principal Implementation Coordinator has been updated for the Markets. The new rates will apply from September 29, 1926.","TIME: 5am; JOBTITLE: principalimplementationcoordinator; JOBAREA: markets; DATE: september29,1926"
471,"For Abbey Mountains franchise, reports of unauthorized 0c38:947d:40ff:cadb:f3db:2b4d:d6d8:fe85 login detected. Kindly contact Clay County office at 927.698.0429 x154.",STREET: abbeymountains; IPV6: 0c38:947d:40ff:cadb:f3db:2b4d:d6d8:fe85; COUNTY: claycounty; PHONENUMBER: 927.698.0429x154
472,Transaction from 5082761175443249 hasn't been lawful. Please inform Mrs. Schoen.,CREDITCARDNUMBER: 5082761175443249; PREFIX: mrs.; LASTNAME: schoen
473,"In your child custody dispute, 11/03/1932 & 75691135394 are required for your child's identification. Please send ASAP.",DATE: 11/03/1932; ACCOUNTNUMBER: 75; SSN: 691135394
474,"Our total sales figures for the month show that Stanton, Douglas and Bins has earned around R$142.26 from the Livermore region. New SEO strategies have been implemented, more details can be found at Shanel64's account. Let's discuss this further at 05:31 tomorrow.","COMPANYNAME: stanton,douglasandbins; CURRENCYSYMBOL: r | $; AMOUNT: 142.26; COUNTY: liver; CITY: more; USERNAME: shanel64; TIME: 05:31"
475,Your NS64ARE for work travel is ready. Come pick it up from 16685 on Jerrold Trail.,USERNAME: ns; VEHICLEVRM: 64are; BUILDINGNUMBER: 16685; STREET: jerroldtrail
476,"We are pleased to report we've secured the outsourced work for Response matters based on Christiansen - Weber. Please update our records with this new 44-866915-105455-0 number, and for correspondence, use the following details: Ernesto.Windler58@hotmail.com, (651) 754-3202 x5842.",JOBAREA: response; COMPANYNAME: christiansen-weber; PHONEIMEI: 44-866915-105455-0; EMAIL: ernesto.windler58@hotmail.com; PHONENUMBER: (651)754-3202x5842
